Id;nNodes;nEdges;h;h';
Topology [1:0];5;8;1,20;2,00;
Topology [1:1];5;8;1,20;2,00;
Topology [1:2];5;8;1,20;2,00;
Topology [1:3];5;8;1,20;2,00;
Topology [1:4];5;8;1,20;2,00;
Topology [1:5];5;8;1,20;2,00;
Topology [1:6];5;8;1,20;2,00;
Topology [1:7];5;8;1,20;2,00;
Topology [1:8];5;8;1,20;2,00;
Topology [1:9];5;8;1,20;2,00;
Topology [1:10];5;8;1,20;2,00;
Topology [1:11];5;8;1,20;2,00;
Topology [1:12];5;8;1,20;2,00;
Topology [1:13];5;8;1,20;2,00;
Topology [1:14];5;8;1,20;2,00;
Topology [1:15];5;8;1,20;2,00;
Topology [1:16];5;8;1,20;2,00;
Topology [1:17];5;8;1,20;2,00;
Topology [1:18];5;8;1,20;2,00;
Topology [1:19];5;8;1,20;2,00;
Topology [1:20];5;8;1,20;2,00;
Topology [1:21];5;8;1,20;2,00;
Topology [1:22];5;8;1,20;2,00;
Topology [1:23];5;8;1,20;2,00;
Topology [1:24];5;8;1,20;2,00;
Topology [1:25];5;8;1,20;2,00;
Topology [1:26];5;8;1,20;2,00;
Topology [1:27];5;8;1,20;2,00;
Topology [1:28];5;8;1,20;2,00;
Topology [1:29];5;8;1,20;2,00;
Topology [1:30];5;8;1,20;2,00;
Topology [1:31];5;8;1,20;2,00;
Topology [1:32];5;8;1,20;2,00;
Topology [1:33];5;8;1,20;2,00;
Topology [1:34];5;8;1,20;2,00;
Topology [1:35];5;8;1,20;2,00;
Topology [1:36];5;8;1,20;2,00;
Topology [1:37];5;8;1,20;2,00;
Topology [1:38];5;8;1,20;2,00;
Topology [1:39];5;8;1,20;2,00;
Topology [1:40];5;8;1,20;2,00;
Topology [1:41];5;8;1,20;2,00;
Topology [1:42];5;8;1,20;2,00;
Topology [1:43];5;8;1,20;2,00;
Topology [1:44];5;8;1,20;2,00;
Topology [1:45];5;9;1,20;2,00;
Topology [1:46];5;9;1,20;2,00;
Topology [1:47];5;9;1,20;2,00;
Topology [1:48];5;9;1,20;2,00;
Topology [1:49];5;9;1,20;2,00;
Topology [1:50];5;9;1,20;2,00;
Topology [1:51];5;9;1,20;2,00;
Topology [1:52];5;9;1,20;2,00;
Topology [1:53];5;9;1,20;2,00;
Topology [1:54];5;9;1,20;2,00;
Topology [1:55];5;9;1,20;2,00;
Topology [1:56];5;9;1,20;2,00;
Topology [1:57];5;9;1,20;2,00;
Topology [1:58];5;9;1,20;2,00;
Topology [1:59];5;9;1,20;2,00;
Topology [1:60];5;9;1,20;2,00;
Topology [1:61];5;9;1,20;2,00;
Topology [1:62];5;9;1,20;2,00;
Topology [1:63];5;9;1,20;2,00;
Topology [1:64];5;9;1,20;2,00;
Topology [1:65];5;9;1,20;2,00;
Topology [1:66];5;9;1,20;2,00;
Topology [1:67];5;9;1,20;2,00;
Topology [1:68];5;9;1,20;2,00;
Topology [1:69];5;9;1,20;2,00;
Topology [1:70];5;9;1,20;2,00;
Topology [1:71];5;9;1,20;2,00;
Topology [1:72];5;9;1,20;2,00;
Topology [1:73];5;9;1,20;2,00;
Topology [1:74];5;9;1,20;2,00;
Topology [1:75];5;9;1,20;2,00;
Topology [1:76];5;9;1,20;2,00;
Topology [1:77];5;9;1,20;2,00;
Topology [1:78];5;9;1,20;2,00;
Topology [1:79];5;9;1,20;2,00;
Topology [1:80];5;9;1,20;2,00;
Topology [1:81];5;9;1,20;2,00;
Topology [1:82];5;9;1,20;2,00;
Topology [1:83];5;9;1,20;2,00;
Topology [1:84];5;9;1,20;2,00;
