Topology [1:4];10;12;2,36;4,20;
Topology [1:5];10;12;2,36;4,20;
Topology [1:6];10;12;2,36;4,20;
Topology [1:7];10;12;2,36;4,20;
Topology [1:8];10;12;2,36;4,20;
Topology [1:9];10;12;2,36;4,20;
Topology [1:10];10;12;2,36;4,20;
Topology [1:11];10;12;2,36;4,20;
Topology [1:12];10;12;2,36;4,20;
Topology [1:13];10;12;2,36;4,20;
Topology [1:14];10;12;2,36;4,20;
Topology [1:15];10;13;2,36;4,20;
Topology [1:16];10;13;2,36;4,20;
Topology [1:17];10;13;2,36;4,20;
Topology [1:18];10;13;2,36;4,20;
Topology [1:19];10;13;2,36;4,20;
Topology [1:20];10;13;2,36;4,20;
Topology [1:21];10;13;2,36;4,20;
Topology [1:22];10;13;2,36;4,20;
Topology [1:23];10;13;2,36;4,20;
Topology [1:24];10;13;2,36;4,20;
Topology [1:25];10;13;2,36;4,20;
Topology [1:26];10;13;2,36;4,20;
Topology [1:27];10;13;2,36;4,20;
Topology [1:28];10;13;2,36;4,20;
Topology [1:29];10;13;2,36;4,20;
Topology [1:30];10;13;2,36;4,20;
Topology [1:31];10;13;2,36;4,20;
Topology [1:32];10;13;2,36;4,20;
Topology [1:33];10;13;2,36;4,20;
Topology [1:34];10;13;2,36;4,20;
Topology [1:35];10;14;2,36;4,20;
Topology [1:36];10;14;2,36;4,20;
Topology [1:37];10;14;2,36;4,20;
Topology [1:38];10;14;2,36;4,20;
Topology [1:39];10;14;2,36;4,20;
Topology [1:40];10;15;2,36;4,20;
Topology [1:41];10;15;2,36;4,20;
Topology [1:42];10;15;2,36;4,20;
Topology [1:43];10;15;2,36;4,20;
Topology [1:44];10;15;2,36;4,20;
Topology [1:45];10;15;2,36;4,20;
Topology [1:46];10;15;2,36;4,20;
Topology [1:47];10;15;2,36;4,20;
Topology [1:48];10;15;2,36;4,20;
Topology [1:49];10;15;2,36;4,20;
Topology [1:50];10;15;2,36;4,20;
Topology [1:51];10;15;2,36;4,20;
Topology [1:52];10;16;2,36;4,20;
Topology [1:53];10;16;2,36;4,20;
Topology [1:54];10;16;2,36;4,20;
Topology [1:55];10;16;2,36;4,20;
Topology [1:56];10;16;2,36;4,20;
Topology [1:57];10;16;2,36;4,20;
Topology [1:58];10;16;2,36;4,20;
Topology [1:59];10;16;2,36;4,20;
Topology [1:60];10;16;2,36;4,20;
Topology [1:61];10;16;2,36;4,20;
Topology [1:62];10;16;2,36;4,20;
Topology [1:63];10;16;2,36;4,20;
Topology [1:64];10;16;2,36;4,20;
Topology [1:65];10;16;2,36;4,20;
Topology [1:66];10;16;2,36;4,20;
Topology [1:67];10;16;2,36;4,20;
Topology [1:68];10;16;2,36;4,20;
Topology [1:69];10;16;2,36;4,20;
Topology [1:70];10;16;2,36;4,20;
Topology [1:71];10;16;2,36;4,20;
Topology [1:72];10;16;2,36;4,20;
Topology [1:73];10;16;2,36;4,20;
Topology [1:74];10;16;2,36;4,20;
Topology [1:75];10;16;2,36;4,20;
Topology [1:76];10;17;2,36;4,20;
Topology [1:77];10;17;2,36;4,20;
Topology [1:78];10;17;2,36;4,20;
Topology [1:79];10;17;2,36;4,20;
Topology [1:80];10;17;2,36;4,20;
Topology [1:81];10;17;2,36;4,20;
Topology [1:82];10;17;2,36;4,20;
Topology [1:83];10;17;2,36;4,20;
Topology [1:84];10;17;2,36;4,20;
Topology [1:85];10;17;2,36;4,20;
Topology [1:86];10;17;2,36;4,20;
Topology [1:87];10;17;2,36;4,20;
Topology [1:88];10;17;2,36;4,20;
Topology [1:89];10;17;2,36;4,20;
Topology [1:90];10;17;2,36;4,20;
Topology [1:91];10;17;2,36;4,20;
Topology [1:92];10;17;2,36;4,20;
Topology [1:93];10;17;2,36;4,20;
Topology [1:94];10;17;2,36;4,20;
Topology [1:95];10;17;2,36;4,20;
Topology [1:96];10;17;2,36;4,20;
Topology [1:97];10;17;2,36;4,20;
Topology [1:98];10;17;2,36;4,20;
Topology [1:99];10;17;2,36;4,20;
Topology [1:100];10;17;2,36;4,20;
Topology [1:101];10;17;2,36;4,20;
Topology [1:102];10;17;2,36;4,20;
Topology [1:103];10;17;2,36;4,20;
Topology [1:104];10;17;2,36;4,20;
Topology [1:105];10;17;2,36;4,20;
Topology [1:106];10;17;2,36;4,20;
Topology [1:107];10;17;2,36;4,20;
Topology [1:108];10;17;2,36;4,20;
Topology [1:109];10;17;2,36;4,20;
Topology [1:110];10;17;2,36;4,20;
Topology [1:111];10;17;2,36;4,20;
Topology [1:112];10;17;2,36;4,20;
Topology [1:113];10;18;2,36;4,20;
Topology [1:114];10;18;2,36;4,20;
Topology [1:115];10;18;2,36;4,20;
Topology [1:116];10;18;2,36;4,20;
Topology [1:117];10;18;2,36;4,20;
Topology [1:118];10;18;2,36;4,20;
Topology [1:119];10;18;2,36;4,20;
Topology [1:120];10;18;2,36;4,20;
Topology [1:121];10;18;2,36;4,20;
Topology [1:122];10;18;2,36;4,20;
Topology [1:123];10;18;2,36;4,20;
Topology [1:124];10;18;2,36;4,20;
Topology [1:125];10;18;2,36;4,20;
Topology [1:126];10;18;2,36;4,20;
Topology [1:127];10;18;2,36;4,20;
Topology [1:128];10;18;2,36;4,20;
Topology [1:129];10;18;2,36;4,20;
Topology [1:130];10;18;2,36;4,20;
Topology [1:131];10;18;2,36;4,20;
Topology [1:132];10;18;2,36;4,20;
Topology [1:133];10;18;2,36;4,20;
Topology [1:134];10;18;2,36;4,20;
Topology [1:135];10;18;2,36;4,20;
Topology [1:136];10;18;2,36;4,20;
Topology [1:137];10;18;2,36;4,20;
Topology [1:138];10;18;2,36;4,20;
Topology [1:139];10;18;2,36;4,20;
Topology [1:140];10;18;2,36;4,20;
Topology [1:141];10;18;2,36;4,20;
Topology [1:142];10;18;2,36;4,20;
Topology [1:143];10;18;2,36;4,20;
Topology [1:144];10;18;2,36;4,20;
Topology [1:145];10;18;2,36;4,20;
Topology [1:146];10;18;2,36;4,20;
Topology [1:147];10;18;2,36;4,20;
Topology [1:148];10;18;2,36;4,20;
Topology [1:149];10;18;2,36;4,20;
Topology [1:150];10;18;2,36;4,20;
Topology [1:151];10;18;2,36;4,20;
Topology [1:152];10;18;2,36;4,20;
Topology [1:153];10;18;2,36;4,20;
Topology [1:154];10;18;2,36;4,20;
Topology [1:155];10;18;2,36;4,20;
Topology [1:156];10;18;2,36;4,20;
Topology [1:157];10;18;2,36;4,20;
Topology [1:158];10;18;2,36;4,20;
Topology [1:159];10;18;2,36;4,20;
Topology [1:160];10;18;2,36;4,20;
Topology [1:161];10;18;2,36;4,20;
Topology [1:162];10;18;2,36;4,20;
Topology [1:163];10;18;2,36;4,20;
Topology [1:164];10;18;2,36;4,20;
Topology [1:165];10;18;2,36;4,20;
Topology [1:166];10;18;2,36;4,20;
Topology [1:167];10;18;2,36;4,20;
Topology [1:168];10;18;2,36;4,20;
Topology [1:169];10;18;2,36;4,20;
Topology [1:170];10;18;2,36;4,20;
Topology [1:171];10;18;2,36;4,20;
Topology [1:172];10;18;2,36;4,20;
Topology [1:173];10;18;2,36;4,20;
Topology [1:174];10;18;2,36;4,20;
Topology [1:175];10;18;2,36;4,20;
Topology [1:176];10;18;2,36;4,20;
Topology [1:177];10;18;2,36;4,20;
Topology [1:178];10;18;2,36;4,20;
Topology [1:179];10;18;2,36;4,20;
Topology [1:180];10;18;2,36;4,20;
Topology [1:181];10;19;2,36;4,20;
Topology [1:182];10;19;2,36;4,20;
Topology [1:183];10;19;2,36;4,20;
Topology [1:184];10;19;2,36;4,20;
Topology [1:185];10;19;2,36;4,20;
Topology [1:186];10;19;2,36;4,20;
Topology [1:187];10;19;2,36;4,20;
Topology [1:188];10;19;2,36;4,20;
Topology [1:189];10;19;2,36;4,20;
Topology [1:190];10;19;2,36;4,20;
Topology [1:191];10;19;2,36;4,20;
Topology [1:192];10;19;2,36;4,20;
Topology [1:193];10;19;2,36;4,20;
Topology [1:194];10;19;2,36;4,20;
Topology [1:195];10;19;2,36;4,20;
Topology [1:196];10;19;2,36;4,20;
Topology [1:197];10;19;2,36;4,20;
Topology [1:198];10;19;2,36;4,20;
Topology [1:199];10;19;2,36;4,20;
Topology [1:200];10;19;2,36;4,20;
Topology [1:201];10;19;2,36;4,20;
Topology [1:202];10;19;2,36;4,20;
Topology [1:203];10;19;2,36;4,20;
Topology [1:204];10;19;2,36;4,20;
Topology [1:205];10;19;2,36;4,20;
Topology [1:206];10;19;2,36;4,20;
Topology [1:207];10;19;2,36;4,20;
Topology [1:208];10;19;2,36;4,20;
Topology [1:209];10;19;2,36;4,20;
Topology [1:210];10;19;2,36;4,20;
Topology [1:211];10;19;2,36;4,20;
Topology [1:212];10;19;2,36;4,20;
Topology [1:213];10;19;2,36;4,20;
Topology [1:214];10;19;2,36;4,20;
Topology [1:215];10;19;2,36;4,20;
Topology [1:216];10;19;2,36;4,20;
Topology [1:217];10;19;2,36;4,20;
Topology [1:218];10;19;2,36;4,20;
Topology [1:219];10;19;2,36;4,20;
Topology [1:220];10;19;2,36;4,20;
Topology [1:221];10;19;2,36;4,20;
Topology [1:222];10;19;2,36;4,20;
Topology [1:223];10;19;2,36;4,20;
Topology [1:224];10;19;2,36;4,20;
Topology [1:225];10;19;2,36;4,20;
Topology [1:226];10;19;2,36;4,20;
Topology [1:227];10;19;2,36;4,20;
Topology [1:228];10;19;2,36;4,20;
