Id;nNodes;nEdges;h;h';
Topology [1:14];40;61;3,42;5,06;
Topology [1:15];40;62;3,41;4,99;
Topology [1:16];40;63;3,34;4,89;
Topology [1:17];40;64;3,30;4,84;
Topology [1:18];40;65;3,30;4,81;
Topology [1:19];40;66;3,26;4,74;
Topology [2:0];40;75;4,00;5,00;
Topology [2:1];40;76;4,00;5,00;
Topology [2:2];40;77;4,00;5,00;
Topology [2:3];40;78;4,00;5,00;
Topology [2:4];40;79;4,00;5,00;
Topology [2:5];40;80;4,00;5,00;
Topology [2:6];40;81;4,00;5,00;
Topology [2:7];40;82;4,00;5,00;
Topology [2:8];40;83;4,00;5,00;
Topology [2:9];40;84;4,00;5,00;
Topology [2:10];40;85;4,00;5,00;
Topology [2:11];40;86;4,00;5,00;
Topology [2:12];40;87;4,00;5,00;
Topology [2:13];40;88;4,00;5,00;
Topology [2:14];40;89;4,00;5,00;
Topology [2:15];40;90;4,00;5,00;
Topology [2:16];40;91;4,00;5,00;
Topology [2:17];40;92;4,00;5,00;
Topology [2:18];40;93;4,00;5,00;
Topology [2:19];40;94;4,00;5,00;
