Topology [1:3];10;12;3,29;4,00;
Topology [1:4];10;12;3,29;4,00;
Topology [1:5];10;12;3,29;4,00;
Topology [1:6];10;12;3,29;4,00;
Topology [1:7];10;12;3,29;4,00;
Topology [1:8];10;12;3,29;4,00;
Topology [1:9];10;12;3,29;4,00;
Topology [1:10];10;12;3,29;4,00;
Topology [1:11];10;12;3,29;4,00;
Topology [1:12];10;12;3,29;4,00;
Topology [1:13];10;12;3,29;4,00;
Topology [1:14];10;12;3,29;4,00;
Topology [1:15];10;12;3,29;4,00;
Topology [1:16];10;13;3,29;4,00;
Topology [1:17];10;14;3,29;4,00;
Topology [1:18];10;14;3,29;4,00;
Topology [1:19];10;14;3,29;4,00;
Topology [1:20];10;14;3,29;4,00;
Topology [1:21];10;14;3,29;4,00;
Topology [1:22];10;14;3,29;4,00;
Topology [1:23];10;14;3,29;4,00;
Topology [1:24];10;14;3,29;4,00;
Topology [1:25];10;14;3,29;4,00;
Topology [1:26];10;14;3,29;4,00;
Topology [1:27];10;14;3,29;4,00;
Topology [1:28];10;14;3,29;4,00;
Topology [1:29];10;14;3,29;4,00;
Topology [1:30];10;14;3,29;4,00;
Topology [1:31];10;14;3,29;4,00;
Topology [1:32];10;14;3,29;4,00;
Topology [1:33];10;14;3,29;4,00;
Topology [1:34];10;15;3,29;4,00;
Topology [1:35];10;15;3,29;4,00;
Topology [1:36];10;15;3,29;4,00;
Topology [1:37];10;15;3,29;4,00;
Topology [1:38];10;15;3,29;4,00;
Topology [1:39];10;15;3,29;4,00;
Topology [1:40];10;15;3,29;4,00;
Topology [1:41];10;16;3,29;4,00;
Topology [1:42];10;16;3,29;4,00;
Topology [1:43];10;16;3,29;4,00;
Topology [1:44];10;16;3,29;4,00;
Topology [1:45];10;16;3,29;4,00;
Topology [1:46];10;16;3,29;4,00;
Topology [1:47];10;16;3,29;4,00;
Topology [1:48];10;16;3,29;4,00;
Topology [1:49];10;16;3,29;4,00;
Topology [1:50];10;16;3,29;4,00;
Topology [1:51];10;16;3,29;4,00;
Topology [1:52];10;16;3,29;4,00;
Topology [1:53];10;16;3,29;4,00;
Topology [1:54];10;16;3,29;4,00;
Topology [1:55];10;16;3,29;4,00;
Topology [1:56];10;17;3,29;4,00;
Topology [1:57];10;17;3,29;4,00;
Topology [1:58];10;17;3,29;4,00;
Topology [1:59];10;17;3,29;4,00;
Topology [1:60];10;17;3,29;4,00;
Topology [1:61];10;17;3,29;4,00;
Topology [1:62];10;17;3,29;4,00;
Topology [1:63];10;17;3,29;4,00;
Topology [1:64];10;17;3,29;4,00;
Topology [1:65];10;17;3,29;4,00;
Topology [1:66];10;17;3,29;4,00;
Topology [1:67];10;17;3,29;4,00;
Topology [1:68];10;17;3,29;4,00;
Topology [1:69];10;17;3,29;4,00;
Topology [1:70];10;17;3,29;4,00;
Topology [1:71];10;17;3,29;4,00;
Topology [1:72];10;17;3,29;4,00;
Topology [1:73];10;17;3,29;4,00;
Topology [1:74];10;17;3,29;4,00;
Topology [1:75];10;17;3,29;4,00;
Topology [1:76];10;17;3,29;4,00;
Topology [1:77];10;17;3,29;4,00;
Topology [1:78];10;17;3,29;4,00;
Topology [1:79];10;17;3,29;4,00;
Topology [1:80];10;17;3,29;4,00;
Topology [1:81];10;17;3,29;4,00;
Topology [1:82];10;17;3,29;4,00;
Topology [1:83];10;17;3,29;4,00;
Topology [1:84];10;17;3,29;4,00;
Topology [1:85];10;17;3,29;4,00;
Topology [1:86];10;17;3,29;4,00;
Topology [1:87];10;17;3,29;4,00;
Topology [1:88];10;17;3,29;4,00;
Topology [1:89];10;17;3,29;4,00;
Topology [1:90];10;17;3,29;4,00;
Topology [1:91];10;17;3,29;4,00;
Topology [1:92];10;17;3,29;4,00;
Topology [1:93];10;17;3,29;4,00;
Topology [1:94];10;17;3,29;4,00;
Topology [1:95];10;18;3,29;4,00;
Topology [1:96];10;18;3,29;4,00;
Topology [1:97];10;18;3,29;4,00;
Topology [1:98];10;18;3,29;4,00;
Topology [1:99];10;18;3,29;4,00;
Topology [1:100];10;18;3,29;4,00;
Topology [1:101];10;18;3,29;4,00;
Topology [1:102];10;18;3,29;4,00;
Topology [1:103];10;19;3,29;4,00;
Topology [1:104];10;19;3,29;4,00;
Topology [1:105];10;20;3,29;4,00;
