Id;nNodes;nEdges;h;h';
Topology [1:1];40;56;3,77;6,18;
Topology [1:2];40;57;3,77;6,18;
Topology [1:3];40;58;3,77;6,18;
Topology [1:4];40;59;3,77;6,18;
Topology [1:5];40;60;3,77;6,18;
Topology [1:6];40;61;3,77;6,18;
Topology [1:7];40;62;3,77;6,18;
Topology [1:8];40;63;3,77;6,18;
Topology [1:9];40;64;3,77;6,18;
Topology [1:10];40;65;3,77;6,18;
Topology [1:11];40;66;3,77;6,18;
Topology [1:12];40;67;3,77;6,18;
Topology [1:13];40;68;3,77;6,18;
Topology [1:14];40;69;3,77;6,18;
Topology [1:15];40;70;3,77;6,18;
Topology [1:16];40;71;3,77;6,18;
Topology [1:17];40;72;3,77;6,18;
Topology [1:18];40;73;3,77;6,18;
Topology [1:19];40;74;3,77;6,18;
Topology [1:20];40;75;3,77;6,18;
