Simulation Topology 1
___________________________
Simulation Topology 2
___________________________
[9]				[13]		
[1]				[13]		
[1]				[11]		
[2]				[24]		
[8]				[25]		
[6]				[26]		
[2]				[28]		
[6]				[23]		
[9]				[23]		
[3]				[20]		
[7]				[21]		
[3]				[22]		
[8]				[27]		
[4]				[27]		
[4]				[30]		
[2]				[31]		
[9]				[31]		
[6]				[35]		
[8]				[35]		
[3]				[38]		
[3]				[35]		
[7]				[31]		
[1]				[38]		
[1]				[36]		
[1]				[34]		
[8]				[59]		
[5]				[59]		
[0]				[53]		
[6]				[55]		
[4]				[51]		
[5]				[53]		
[9]				[55]		
[5]				[57]		
[2]				[52]		
[8]				[51]		
[1]				[59]		
[8]				[68]		
[7]				[61]		
[4]				[68]		
[0]				[64]		
[7]				[75]		
[7]				[79]		
[3]				[79]		
[3]				[75]		
[3]				[71]		
___________________________
Simulation Topology [2:16]
___________________________
From 	  To 		Length
___________________________
  0	 | 	1	 | 	8,00
  0	 | 	8	 | 	10,00
  0	 | 	11	 | 	10,82
  0	 | 	12	 | 	14,04
  0	 | 	17	 | 	22,20
  1	 | 	2	 | 	2,00
  1	 | 	26	 | 	46,17
  2	 | 	18	 | 	25,00
  2	 | 	23	 | 	25,00
  2	 | 	44	 | 	60,03
  3	 | 	6	 | 	4,00
  3	 | 	8	 | 	7,07
  3	 | 	13	 | 	3,61
  3	 | 	35	 | 	35,01
  4	 | 	13	 | 	4,47
  4	 | 	29	 | 	26,31
  5	 | 	10	 | 	5,10
  5	 | 	26	 | 	33,02
  6	 | 	9	 | 	8,06
  7	 | 	9	 | 	4,24
  7	 | 	10	 | 	2,24
  7	 | 	18	 | 	12,17
  7	 | 	41	 | 	56,01
  8	 | 	11	 | 	6,08
  8	 | 	12	 | 	4,12
  9	 | 	17	 | 	15,30
  9	 | 	37	 | 	41,19
  10	 | 	11	 | 	4,12
  11	 | 	21	 | 	9,85
  12	 | 	25	 | 	32,00
  12	 | 	42	 | 	52,24
  14	 | 	24	 | 	5,00
  15	 | 	21	 | 	5,00
  16	 | 	30	 | 	22,36
  17	 | 	19	 | 	4,24
  17	 | 	20	 | 	3,00
  17	 | 	23	 | 	5,10
  18	 | 	19	 | 	5,83
  18	 | 	20	 | 	5,00
  18	 | 	39	 | 	30,08
  19	 | 	22	 | 	2,00
  20	 | 	26	 | 	24,08
  21	 | 	24	 | 	6,71
  22	 | 	23	 | 	2,00
  22	 | 	42	 | 	41,05
  23	 | 	29	 | 	15,30
  24	 | 	35	 | 	25,00
  25	 | 	35	 | 	7,00
  26	 | 	28	 | 	4,12
  27	 | 	43	 | 	22,20
  28	 | 	32	 | 	2,24
  29	 | 	30	 | 	2,24
  29	 | 	33	 | 	2,24
  30	 | 	34	 | 	3,61
  31	 | 	34	 | 	4,12
  32	 | 	33	 | 	5,83
  33	 | 	40	 | 	23,54
  34	 | 	40	 | 	24,02
  35	 | 	36	 | 	11,40
  36	 | 	38	 | 	4,00
  37	 | 	38	 | 	7,62
  38	 | 	43	 | 	7,07
  40	 | 	41	 | 	4,00
  40	 | 	42	 | 	5,66
  42	 | 	43	 | 	4,00
___________________________
Simulation Topology [2:17]
___________________________
From 	  To 		Length
___________________________
  0	 | 	1	 | 	8,00
  0	 | 	8	 | 	10,00
  0	 | 	11	 | 	10,82
  0	 | 	12	 | 	14,04
  0	 | 	17	 | 	22,20
  1	 | 	2	 | 	2,00
  1	 | 	26	 | 	46,17
  2	 | 	18	 | 	25,00
  2	 | 	23	 | 	25,00
  2	 | 	44	 | 	60,03
  3	 | 	6	 | 	4,00
  3	 | 	8	 | 	7,07
  3	 | 	13	 | 	3,61
  3	 | 	35	 | 	35,01
  4	 | 	13	 | 	4,47
  4	 | 	29	 | 	26,31
  5	 | 	10	 | 	5,10
  5	 | 	26	 | 	33,02
  6	 | 	9	 | 	8,06
  7	 | 	9	 | 	4,24
  7	 | 	10	 | 	2,24
  7	 | 	18	 | 	12,17
  7	 | 	41	 | 	56,01
  8	 | 	11	 | 	6,08
  8	 | 	12	 | 	4,12
  9	 | 	17	 | 	15,30
  9	 | 	37	 | 	41,19
  10	 | 	11	 | 	4,12
  11	 | 	21	 | 	9,85
  12	 | 	25	 | 	32,00
  12	 | 	42	 | 	52,24
  14	 | 	24	 | 	5,00
  15	 | 	21	 | 	5,00
  16	 | 	30	 | 	22,36
  17	 | 	19	 | 	4,24
  17	 | 	20	 | 	3,00
  17	 | 	23	 | 	5,10
  18	 | 	19	 | 	5,83
  18	 | 	20	 | 	5,00
  18	 | 	39	 | 	30,08
  19	 | 	22	 | 	2,00
  20	 | 	26	 | 	24,08
  21	 | 	24	 | 	6,71
  22	 | 	23	 | 	2,00
  22	 | 	42	 | 	41,05
  23	 | 	29	 | 	15,30
  24	 | 	35	 | 	25,00
  25	 | 	35	 | 	7,00
  26	 | 	28	 | 	4,12
