Simulation Topology 1
___________________________
[4]				[0]		
[2]				[7]		
[5]				[4]		
[7]				[13]		
[1]				[15]		
[5]				[10]		
[3]				[15]		
[2]				[9]		
[9]				[11]		
[3]				[20]		
[9]				[21]		
[4]				[17]		
[8]				[25]		
[7]				[31]		
[7]				[27]		
[8]				[35]		
[7]				[32]		
[1]				[32]		
[5]				[39]		
[2]				[43]		
[6]				[40]		
[9]				[46]		
[4]				[47]		
[4]				[41]		
[4]				[54]		
[0]				[61]		
[4]				[61]		
[7]				[59]		
[8]				[62]		
[8]				[57]		
[1]				[59]		
[0]				[63]		
[2]				[62]		
[5]				[65]		
[4]				[67]		
___________________________
Simulation Topology [1:13]
___________________________
From 	  To 		Length
___________________________
  0	 | 	2	 | 	4,12
  0	 | 	8	 | 	12,08
  0	 | 	13	 | 	31,14
  0	 | 	24	 | 	54,00
  1	 | 	3	 | 	7,81
  1	 | 	6	 | 	8,06
  1	 | 	17	 | 	25,02
  1	 | 	21	 | 	39,62
  2	 | 	15	 | 	31,14
  2	 | 	20	 | 	36,01
  2	 | 	26	 | 	57,01
  3	 | 	5	 | 	3,61
  3	 | 	6	 | 	4,47
  3	 | 	14	 | 	14,00
  4	 | 	6	 | 	2,00
  4	 | 	7	 | 	6,08
  4	 | 	11	 | 	3,61
  4	 | 	27	 | 	44,41
  5	 | 	8	 | 	4,12
  6	 | 	30	 | 	44,05
  7	 | 	8	 | 	7,28
  7	 | 	18	 | 	30,15
  8	 | 	27	 | 	48,04
  9	 | 	10	 | 	6,08
  9	 | 	34	 | 	47,01
  10	 | 	11	 | 	6,40
  10	 | 	18	 | 	18,44
  11	 | 	33	 | 	48,01
  12	 | 	13	 | 	6,08
  15	 | 	16	 | 	3,16
  15	 | 	21	 | 	11,05
  15	 | 	32	 | 	27,66
  16	 | 	17	 | 	6,00
  17	 | 	21	 | 	16,12
  17	 | 	28	 | 	30,81
  18	 | 	22	 | 	8,06
  18	 | 	23	 | 	2,24
  19	 | 	20	 | 	5,00
  19	 | 	27	 | 	16,76
  19	 | 	28	 | 	19,92
  19	 | 	34	 | 	24,08
  20	 | 	22	 | 	7,28
  21	 | 	22	 | 	5,10
  23	 | 	26	 | 	20,00
  23	 | 	29	 | 	16,49
  23	 | 	34	 | 	26,00
  24	 | 	29	 | 	5,00
  24	 | 	33	 | 	11,05
  25	 | 	30	 | 	2,24
  25	 | 	31	 | 	2,00
  26	 | 	29	 | 	5,66
  31	 | 	32	 | 	2,24
___________________________
Simulation Topology [1:14]
___________________________
From 	  To 		Length
___________________________
  0	 | 	2	 | 	4,12
  0	 | 	8	 | 	12,08
  0	 | 	13	 | 	31,14
  0	 | 	24	 | 	54,00
  1	 | 	3	 | 	7,81
  1	 | 	6	 | 	8,06
  1	 | 	17	 | 	25,02
  1	 | 	21	 | 	39,62
  2	 | 	15	 | 	31,14
  2	 | 	20	 | 	36,01
  2	 | 	26	 | 	57,01
  3	 | 	5	 | 	3,61
  3	 | 	6	 | 	4,47
  3	 | 	14	 | 	14,00
  4	 | 	6	 | 	2,00
  4	 | 	7	 | 	6,08
  4	 | 	11	 | 	3,61
  4	 | 	27	 | 	44,41
  5	 | 	8	 | 	4,12
  6	 | 	30	 | 	44,05
  7	 | 	8	 | 	7,28
  7	 | 	18	 | 	30,15
  8	 | 	27	 | 	48,04
  9	 | 	10	 | 	6,08
  9	 | 	34	 | 	47,01
  10	 | 	11	 | 	6,40
  10	 | 	18	 | 	18,44
  11	 | 	33	 | 	48,01
  12	 | 	13	 | 	6,08
  15	 | 	16	 | 	3,16
  15	 | 	21	 | 	11,05
  15	 | 	32	 | 	27,66
  16	 | 	17	 | 	6,00
  17	 | 	21	 | 	16,12
  17	 | 	28	 | 	30,81
  18	 | 	22	 | 	8,06
  18	 | 	23	 | 	2,24
  19	 | 	20	 | 	5,00
  19	 | 	27	 | 	16,76
  19	 | 	28	 | 	19,92
  19	 | 	34	 | 	24,08
  20	 | 	22	 | 	7,28
  21	 | 	22	 | 	5,10
  23	 | 	26	 | 	20,00
  23	 | 	29	 | 	16,49
  23	 | 	34	 | 	26,00
  24	 | 	29	 | 	5,00
  24	 | 	33	 | 	11,05
  25	 | 	30	 | 	2,24
  25	 | 	31	 | 	2,00
  26	 | 	29	 | 	5,66
  31	 | 	32	 | 	2,24
  31	 | 	34	 | 	5,66
___________________________
Simulation Topology [1:15]
___________________________
From 	  To 		Length
___________________________
  0	 | 	2	 | 	4,12
