Simulation Topology 1
___________________________
[1]				[4]		
[4]				[0]		
[8]				[6]		
[3]				[4]		
[8]				[4]		
[8]				[2]		
[3]				[7]		
[6]				[3]		
[9]				[11]		
[5]				[15]		
[1]				[10]		
[4]				[26]		
[0]				[24]		
[1]				[36]		
[4]				[32]		
[7]				[37]		
[6]				[39]		
[9]				[35]		
[7]				[35]		
[9]				[39]		
[0]				[38]		
[9]				[46]		
[6]				[42]		
[6]				[40]		
[0]				[43]		
[2]				[47]		
[1]				[51]		
[7]				[53]		
[9]				[55]		
[4]				[53]		
[2]				[48]		
[8]				[59]		
[6]				[58]		
[9]				[66]		
[5]				[64]		
[1]				[65]		
[3]				[68]		
[7]				[68]		
[5]				[69]		
[7]				[74]		
___________________________
Simulation Topology [1:6]
___________________________
From 	  To 		Length
___________________________
  0	 | 	3	 | 	2,00
  0	 | 	9	 | 	11,70
  0	 | 	11	 | 	22,20
  0	 | 	19	 | 	35,90
  0	 | 	26	 | 	47,00
  1	 | 	4	 | 	5,66
  1	 | 	5	 | 	4,47
  2	 | 	7	 | 	3,61
  2	 | 	17	 | 	29,02
  2	 | 	33	 | 	60,01
  3	 | 	4	 | 	5,00
  3	 | 	16	 | 	35,13
  5	 | 	8	 | 	9,06
  5	 | 	15	 | 	35,01
  5	 | 	37	 | 	66,01
  6	 | 	13	 | 	29,07
  6	 | 	16	 | 	32,14
  6	 | 	35	 | 	58,03
  7	 | 	22	 | 	39,00
  8	 | 	30	 | 	37,66
  9	 | 	10	 | 	6,40
  9	 | 	29	 | 	38,01
  9	 | 	39	 | 	59,03
  10	 | 	32	 | 	48,26
  11	 | 	12	 | 	4,47
  12	 | 	21	 | 	23,77
  13	 | 	17	 | 	8,06
  13	 | 	19	 | 	8,54
  13	 | 	27	 | 	18,03
  14	 | 	16	 | 	7,28
  15	 | 	18	 | 	2,00
  15	 | 	20	 | 	7,07
  16	 | 	27	 | 	14,04
  17	 | 	18	 | 	2,00
  17	 | 	33	 | 	31,00
  18	 | 	25	 | 	13,00
  21	 | 	33	 | 	20,00
  23	 | 	35	 | 	25,50
  23	 | 	37	 | 	28,02
  24	 | 	25	 | 	4,47
  26	 | 	28	 | 	8,94
  27	 | 	30	 | 	7,07
  27	 | 	31	 | 	6,08
  28	 | 	29	 | 	5,39
  28	 | 	32	 | 	4,24
  29	 | 	30	 | 	5,39
  29	 | 	38	 | 	16,03
  30	 | 	39	 | 	26,48
  31	 | 	32	 | 	2,24
  33	 | 	34	 | 	4,47
  34	 | 	35	 | 	4,12
  35	 | 	37	 | 	6,71
  36	 | 	37	 | 	4,00
  36	 | 	38	 | 	2,24
___________________________
Simulation Topology [1:7]
___________________________
From 	  To 		Length
___________________________
  0	 | 	3	 | 	2,00
  0	 | 	9	 | 	11,70
  0	 | 	11	 | 	22,20
  0	 | 	19	 | 	35,90
  0	 | 	26	 | 	47,00
  1	 | 	4	 | 	5,66
  1	 | 	5	 | 	4,47
  2	 | 	7	 | 	3,61
  2	 | 	17	 | 	29,02
  2	 | 	33	 | 	60,01
  3	 | 	4	 | 	5,00
  3	 | 	16	 | 	35,13
  5	 | 	8	 | 	9,06
  5	 | 	15	 | 	35,01
  5	 | 	37	 | 	66,01
  6	 | 	13	 | 	29,07
  6	 | 	16	 | 	32,14
  6	 | 	35	 | 	58,03
  7	 | 	22	 | 	39,00
  8	 | 	30	 | 	37,66
  9	 | 	10	 | 	6,40
  9	 | 	29	 | 	38,01
  9	 | 	39	 | 	59,03
  10	 | 	32	 | 	48,26
  11	 | 	12	 | 	4,47
  12	 | 	21	 | 	23,77
  13	 | 	17	 | 	8,06
  13	 | 	19	 | 	8,54
  13	 | 	27	 | 	18,03
  14	 | 	16	 | 	7,28
  15	 | 	18	 | 	2,00
  15	 | 	20	 | 	7,07
  16	 | 	27	 | 	14,04
  17	 | 	18	 | 	2,00
  17	 | 	33	 | 	31,00
  18	 | 	25	 | 	13,00
  21	 | 	33	 | 	20,00
  23	 | 	35	 | 	25,50
  23	 | 	37	 | 	28,02
  24	 | 	25	 | 	4,47
  26	 | 	28	 | 	8,94
  27	 | 	30	 | 	7,07
  27	 | 	31	 | 	6,08
  28	 | 	29	 | 	5,39
  28	 | 	32	 | 	4,24
  29	 | 	30	 | 	5,39
  29	 | 	38	 | 	16,03
  30	 | 	39	 | 	26,48
  31	 | 	32	 | 	2,24
  33	 | 	34	 | 	4,47
  34	 | 	35	 | 	4,12
  35	 | 	37	 | 	6,71
  36	 | 	37	 | 	4,00
  36	 | 	38	 | 	2,24
  23	 | 	25	 | 	8,06
___________________________
Simulation Topology [1:8]
___________________________
From 	  To 		Length
___________________________
  0	 | 	3	 | 	2,00
  0	 | 	9	 | 	11,70
  0	 | 	11	 | 	22,20
  0	 | 	19	 | 	35,90
  0	 | 	26	 | 	47,00
  1	 | 	4	 | 	5,66
  1	 | 	5	 | 	4,47
  2	 | 	7	 | 	3,61
  2	 | 	17	 | 	29,02
  2	 | 	33	 | 	60,01
