Simulation Topology 1
___________________________
[2]				[3]		
[9]				[0]		
[8]				[2]		
[3]				[5]		
[1]				[5]		
[8]				[7]		
[1]				[7]		
[1]				[10]		
[9]				[9]		
[6]				[9]		
[6]				[15]		
[2]				[14]		
[9]				[13]		
[0]				[15]		
[8]				[15]		
[8]				[22]		
[7]				[20]		
[9]				[18]		
[1]				[18]		
[5]				[23]		
[2]				[26]		
[9]				[24]		
[0]				[24]		
[2]				[24]		
[0]				[28]		
[4]				[29]		
[1]				[31]		
[9]				[35]		
[1]				[33]		
[4]				[32]		
___________________________
Simulation Topology [1:12]
___________________________
From 	  To 		Length
___________________________
  0	 | 	14	 | 	13,42
  0	 | 	15	 | 	19,92
  0	 | 	25	 | 	26,08
  1	 | 	13	 | 	17,49
  1	 | 	16	 | 	20,10
  1	 | 	22	 | 	25,63
  2	 | 	5	 | 	5,00
  3	 | 	4	 | 	2,00
  3	 | 	24	 | 	23,19
  3	 | 	27	 | 	30,59
  4	 | 	10	 | 	11,18
  4	 | 	16	 | 	16,16
  4	 | 	19	 | 	18,44
  5	 | 	8	 | 	2,24
  6	 | 	7	 | 	3,00
  6	 | 	10	 | 	9,43
  6	 | 	29	 | 	25,18
  7	 | 	9	 | 	5,10
  8	 | 	19	 | 	14,56
  8	 | 	21	 | 	15,00
  9	 | 	17	 | 	9,49
  9	 | 	28	 | 	24,52
  10	 | 	12	 | 	3,61
  10	 | 	14	 | 	2,00
  10	 | 	15	 | 	7,28
  10	 | 	19	 | 	8,06
  11	 | 	13	 | 	2,24
  11	 | 	15	 | 	10,00
  12	 | 	21	 | 	11,00
  13	 | 	19	 | 	9,43
  13	 | 	24	 | 	13,00
  14	 | 	15	 | 	7,00
  14	 | 	20	 | 	12,53
  15	 | 	16	 | 	2,24
  15	 | 	19	 | 	3,16
  16	 | 	18	 | 	6,32
  17	 | 	18	 | 	8,00
  19	 | 	24	 | 	7,07
  20	 | 	21	 | 	7,28
  20	 | 	24	 | 	2,83
  22	 | 	23	 | 	2,00
  22	 | 	26	 | 	7,07
  22	 | 	27	 | 	14,21
  23	 | 	25	 | 	5,39
  24	 | 	25	 | 	4,12
  26	 | 	27	 | 	8,94
  26	 | 	29	 | 	3,16
  27	 | 	28	 | 	8,25
  28	 | 	29	 | 	3,16
___________________________
Simulation Topology [1:13]
___________________________
From 	  To 		Length
___________________________
  0	 | 	14	 | 	13,42
  0	 | 	15	 | 	19,92
  0	 | 	25	 | 	26,08
  1	 | 	13	 | 	17,49
  1	 | 	16	 | 	20,10
  1	 | 	22	 | 	25,63
  2	 | 	5	 | 	5,00
  3	 | 	4	 | 	2,00
  3	 | 	24	 | 	23,19
  3	 | 	27	 | 	30,59
  4	 | 	10	 | 	11,18
  4	 | 	16	 | 	16,16
  4	 | 	19	 | 	18,44
  5	 | 	8	 | 	2,24
  6	 | 	7	 | 	3,00
  6	 | 	10	 | 	9,43
  6	 | 	29	 | 	25,18
  7	 | 	9	 | 	5,10
  8	 | 	19	 | 	14,56
  8	 | 	21	 | 	15,00
  9	 | 	17	 | 	9,49
  9	 | 	28	 | 	24,52
  10	 | 	12	 | 	3,61
  10	 | 	14	 | 	2,00
  10	 | 	15	 | 	7,28
  10	 | 	19	 | 	8,06
  11	 | 	13	 | 	2,24
  11	 | 	15	 | 	10,00
  12	 | 	21	 | 	11,00
  13	 | 	19	 | 	9,43
  13	 | 	24	 | 	13,00
  14	 | 	15	 | 	7,00
  14	 | 	20	 | 	12,53
  15	 | 	16	 | 	2,24
  15	 | 	19	 | 	3,16
  16	 | 	18	 | 	6,32
  17	 | 	18	 | 	8,00
  19	 | 	24	 | 	7,07
  20	 | 	21	 | 	7,28
  20	 | 	24	 | 	2,83
  22	 | 	23	 | 	2,00
  22	 | 	26	 | 	7,07
  22	 | 	27	 | 	14,21
  23	 | 	25	 | 	5,39
  24	 | 	25	 | 	4,12
  26	 | 	27	 | 	8,94
  26	 | 	29	 | 	3,16
  27	 | 	28	 | 	8,25
  28	 | 	29	 | 	3,16
  1	 | 	7	 | 	12,81
___________________________
Simulation Topology [1:14]
___________________________
From 	  To 		Length
___________________________
  0	 | 	14	 | 	13,42
  0	 | 	15	 | 	19,92
  0	 | 	25	 | 	26,08
  1	 | 	13	 | 	17,49
  1	 | 	16	 | 	20,10
  1	 | 	22	 | 	25,63
  2	 | 	5	 | 	5,00
  3	 | 	4	 | 	2,00
  3	 | 	24	 | 	23,19
  3	 | 	27	 | 	30,59
  4	 | 	10	 | 	11,18
  4	 | 	16	 | 	16,16
  4	 | 	19	 | 	18,44
  5	 | 	8	 | 	2,24
  6	 | 	7	 | 	3,00
