Id;nNodes;nEdges;h;h';
Topology [1:17];40;64;2,86;4,38;
Topology [1:18];40;65;2,81;4,29;
Topology [1:19];40;66;2,87;4,25;
Topology [2:0];40;78;3,00;4,00;
Topology [2:1];40;79;3,00;4,00;
Topology [2:2];40;80;3,00;4,00;
Topology [2:3];40;81;3,00;4,00;
Topology [2:4];40;82;3,00;4,00;
Topology [2:5];40;83;3,00;4,00;
Topology [2:6];40;84;3,00;4,00;
Topology [2:7];40;85;3,00;4,00;
Topology [2:8];40;86;3,00;4,00;
Topology [2:9];40;87;3,00;4,00;
Topology [2:10];40;88;3,00;4,00;
Topology [2:11];40;88;3,00;4,00;
Topology [2:12];40;89;3,00;4,00;
Topology [2:13];40;90;3,00;4,00;
Topology [2:14];40;91;3,00;4,00;
Topology [2:15];40;92;3,00;4,00;
Topology [2:16];40;93;3,00;4,00;
Topology [2:17];40;94;3,00;4,00;
Topology [2:18];40;95;3,00;4,00;
Topology [2:19];40;96;3,00;4,00;
