Simulation Topology 1
___________________________
Simulation Topology 2
___________________________
[1]				[2]		
[9]				[4]		
[6]				[7]		
[5]				[9]		
[5]				[13]		
[8]				[13]		
[2]				[12]		
[5]				[19]		
[0]				[17]		
[6]				[16]		
[4]				[25]		
[6]				[25]		
[9]				[34]		
[0]				[34]		
[2]				[33]		
[6]				[35]		
[2]				[38]		
[18]				[0]		
[15]				[3]		
[15]				[13]		
___________________________
Simulation Topology [2:8]
___________________________
From 	  To 		Length
___________________________
  0	 | 	2	 | 	7,07
  0	 | 	3	 | 	8,06
  0	 | 	5	 | 	13,04
  0	 | 	15	 | 	33,38
  0	 | 	16	 | 	36,01
  1	 | 	2	 | 	4,24
  1	 | 	15	 | 	31,14
  2	 | 	3	 | 	2,24
  2	 | 	4	 | 	6,08
  2	 | 	7	 | 	12,04
  2	 | 	13	 | 	27,66
  3	 | 	4	 | 	4,00
  3	 | 	11	 | 	16,03
  3	 | 	16	 | 	29,15
  4	 | 	14	 | 	20,22
  4	 | 	15	 | 	22,02
  4	 | 	17	 | 	18,38
  5	 | 	7	 | 	6,71
  6	 | 	7	 | 	7,62
  6	 | 	8	 | 	5,39
  6	 | 	10	 | 	13,15
  7	 | 	17	 | 	23,02
  8	 | 	9	 | 	6,08
  8	 | 	13	 | 	17,00
  8	 | 	14	 | 	16,12
  8	 | 	17	 | 	24,76
  9	 | 	12	 | 	18,25
  9	 | 	18	 | 	15,81
  9	 | 	19	 | 	9,49
  10	 | 	11	 | 	2,00
  10	 | 	18	 | 	24,60
  11	 | 	14	 | 	8,94
  12	 | 	13	 | 	9,00
___________________________
Simulation Topology [2:9]
___________________________
From 	  To 		Length
___________________________
  0	 | 	2	 | 	7,07
  0	 | 	3	 | 	8,06
  0	 | 	5	 | 	13,04
  0	 | 	15	 | 	33,38
  0	 | 	16	 | 	36,01
  1	 | 	2	 | 	4,24
  1	 | 	15	 | 	31,14
  2	 | 	3	 | 	2,24
  2	 | 	4	 | 	6,08
  2	 | 	7	 | 	12,04
  2	 | 	13	 | 	27,66
  3	 | 	4	 | 	4,00
  3	 | 	11	 | 	16,03
  3	 | 	16	 | 	29,15
  4	 | 	14	 | 	20,22
  4	 | 	15	 | 	22,02
  4	 | 	17	 | 	18,38
  5	 | 	7	 | 	6,71
  6	 | 	7	 | 	7,62
  6	 | 	8	 | 	5,39
  6	 | 	10	 | 	13,15
  7	 | 	17	 | 	23,02
  8	 | 	9	 | 	6,08
  8	 | 	13	 | 	17,00
  8	 | 	14	 | 	16,12
  8	 | 	17	 | 	24,76
  9	 | 	12	 | 	18,25
  9	 | 	18	 | 	15,81
  9	 | 	19	 | 	9,49
  10	 | 	11	 | 	2,00
  10	 | 	18	 | 	24,60
  11	 | 	14	 | 	8,94
  12	 | 	13	 | 	9,00
  14	 | 	17	 | 	36,67
___________________________
