Id;nNodes;nEdges;h;h';
Topology [1:1];40;55;3,95;6,62;
Topology [1:2];40;56;3,95;6,62;
Topology [1:3];40;57;3,95;6,62;
Topology [1:4];40;58;3,95;6,62;
Topology [1:5];40;59;3,95;6,62;
Topology [1:6];40;60;3,95;6,62;
Topology [1:7];40;61;3,95;6,62;
Topology [1:8];40;62;3,95;6,62;
Topology [1:9];40;63;3,95;6,62;
Topology [1:10];40;64;3,95;6,62;
Topology [1:11];40;65;3,95;6,62;
Topology [1:12];40;66;3,95;6,62;
Topology [1:13];40;67;3,95;6,62;
Topology [1:14];40;68;3,95;6,62;
Topology [1:15];40;69;3,95;6,62;
Topology [1:16];40;70;3,95;6,62;
Topology [1:17];40;71;3,95;6,62;
Topology [1:18];40;72;3,95;6,62;
Topology [1:19];40;73;3,95;6,62;
Topology [1:20];40;74;3,95;6,62;
Topology [1:21];40;75;3,95;6,62;
Topology [1:22];40;76;3,95;6,62;
Topology [1:23];40;77;3,95;6,62;
