Simulation Topology 1
___________________________
[0]				[11]		
[8]				[17]		
[5]				[23]		
[2]				[24]		
[5]				[20]		
[9]				[20]		
[5]				[26]		
[8]				[23]		
[0]				[22]		
[7]				[20]		
[4]				[18]		
[2]				[26]		
[9]				[27]		
[4]				[27]		
[3]				[34]		
[6]				[27]		
[9]				[34]		
[3]				[29]		
[6]				[32]		
[5]				[35]		
[0]				[32]		
[9]				[38]		
[6]				[36]		
[0]				[44]		
[6]				[40]		
[2]				[36]		
[2]				[39]		
[4]				[40]		
[3]				[58]		
[8]				[59]		
[5]				[58]		
[1]				[62]		
[2]				[56]		
[6]				[56]		
[4]				[60]		
[3]				[62]		
[5]				[62]		
[8]				[57]		
[8]				[67]		
[4]				[67]		
[1]				[67]		
[0]				[71]		
[8]				[70]		
[3]				[80]		
[1]				[74]		
___________________________
Simulation Topology [1:12]
___________________________
From 	  To 		Length
___________________________
  0	 | 	1	 | 	10,00
  0	 | 	13	 | 	16,49
  1	 | 	26	 | 	22,80
  2	 | 	3	 | 	3,16
  2	 | 	9	 | 	3,61
  2	 | 	11	 | 	4,24
  2	 | 	20	 | 	10,30
  2	 | 	35	 | 	39,05
  2	 | 	39	 | 	44,01
  4	 | 	11	 | 	6,71
  4	 | 	19	 | 	15,00
  4	 | 	33	 | 	36,01
  5	 | 	7	 | 	3,16
  5	 | 	21	 | 	18,00
  6	 | 	12	 | 	4,12
  6	 | 	43	 | 	54,04
  8	 | 	11	 | 	4,47
  8	 | 	38	 | 	45,71
  10	 | 	37	 | 	39,20
  10	 | 	43	 | 	62,01
  12	 | 	18	 | 	5,83
  13	 | 	15	 | 	2,00
  13	 | 	17	 | 	2,24
  13	 | 	24	 | 	13,15
  13	 | 	28	 | 	31,02
  14	 | 	19	 | 	2,24
  14	 | 	30	 | 	24,08
  14	 | 	33	 | 	22,20
  15	 | 	18	 | 	5,00
  15	 | 	39	 | 	40,05
  16	 | 	20	 | 	9,22
  17	 | 	21	 | 	10,82
  18	 | 	43	 | 	48,09
  19	 | 	31	 | 	27,29
  20	 | 	27	 | 	8,94
  21	 | 	22	 | 	3,61
  21	 | 	23	 | 	10,82
  22	 | 	25	 | 	4,00
  23	 | 	32	 | 	12,17
  24	 | 	27	 | 	2,00
  25	 | 	26	 | 	3,00
  25	 | 	41	 | 	35,06
  26	 | 	27	 | 	2,24
  28	 | 	30	 | 	2,00
  28	 | 	36	 | 	4,47
  28	 | 	44	 | 	16,12
  29	 | 	30	 | 	3,16
  29	 | 	33	 | 	3,61
  31	 | 	32	 | 	6,08
  31	 | 	34	 | 	3,61
  32	 | 	37	 | 	6,08
  33	 | 	35	 | 	6,71
  33	 | 	41	 | 	16,16
  34	 | 	35	 | 	2,24
  34	 | 	40	 | 	7,62
  36	 | 	37	 | 	5,83
  38	 | 	42	 | 	3,00
  39	 | 	40	 | 	3,00
  39	 | 	41	 | 	5,66
  42	 | 	44	 | 	8,06
___________________________
Simulation Topology [1:13]
___________________________
From 	  To 		Length
___________________________
  0	 | 	1	 | 	10,00
  0	 | 	13	 | 	16,49
  1	 | 	26	 | 	22,80
  2	 | 	3	 | 	3,16
  2	 | 	9	 | 	3,61
  2	 | 	11	 | 	4,24
  2	 | 	20	 | 	10,30
  2	 | 	35	 | 	39,05
  2	 | 	39	 | 	44,01
  4	 | 	11	 | 	6,71
  4	 | 	19	 | 	15,00
  4	 | 	33	 | 	36,01
  5	 | 	7	 | 	3,16
  5	 | 	21	 | 	18,00
  6	 | 	12	 | 	4,12
