Id;nNodes;nEdges;h;h';
Topology [1:0];5;6;1,40;2,50;
Topology [1:1];5;6;1,40;2,50;
Topology [1:2];5;6;1,40;2,50;
Topology [1:3];5;6;1,40;2,50;
Topology [1:4];5;6;1,40;2,50;
Topology [1:5];5;6;1,40;2,50;
Topology [1:6];5;6;1,40;2,50;
Topology [1:7];5;6;1,40;2,50;
Topology [1:8];5;6;1,40;2,50;
Topology [1:9];5;6;1,40;2,50;
Topology [1:10];5;6;1,40;2,50;
Topology [1:11];5;6;1,40;2,50;
Topology [1:12];5;6;1,40;2,50;
Topology [1:13];5;6;1,40;2,50;
Topology [1:14];5;6;1,40;2,50;
Topology [1:15];5;6;1,40;2,50;
Topology [1:16];5;6;1,40;2,50;
Topology [1:17];5;6;1,40;2,50;
Topology [1:18];5;6;1,40;2,50;
Topology [1:19];5;6;1,40;2,50;
Topology [1:20];5;6;1,40;2,50;
Topology [1:21];5;6;1,40;2,50;
Topology [1:22];5;6;1,40;2,50;
Topology [1:23];5;6;1,40;2,50;
Topology [1:24];5;6;1,40;2,50;
Topology [1:25];5;6;1,40;2,50;
Topology [1:26];5;6;1,40;2,50;
Topology [1:27];5;6;1,40;2,50;
Topology [1:28];5;6;1,40;2,50;
Topology [1:29];5;6;1,40;2,50;
Topology [1:30];5;6;1,40;2,50;
Topology [1:31];5;6;1,40;2,50;
Topology [1:32];5;6;1,40;2,50;
Topology [1:33];5;6;1,40;2,50;
Topology [1:34];5;6;1,40;2,50;
Topology [1:35];5;6;1,40;2,50;
Topology [1:36];5;6;1,40;2,50;
Topology [1:37];5;6;1,40;2,50;
Topology [1:38];5;6;1,40;2,50;
Topology [1:39];5;6;1,40;2,50;
Topology [1:40];5;6;1,40;2,50;
Topology [1:41];5;6;1,40;2,50;
Topology [1:42];5;6;1,40;2,50;
Topology [1:43];5;6;1,40;2,50;
Topology [1:44];5;6;1,40;2,50;
Topology [1:45];5;6;1,40;2,50;
Topology [1:46];5;6;1,40;2,50;
Topology [1:47];5;6;1,40;2,50;
Topology [1:48];5;6;1,40;2,50;
Topology [1:49];5;6;1,40;2,50;
Topology [1:50];5;6;1,40;2,50;
Topology [1:51];5;6;1,40;2,50;
Topology [1:52];5;6;1,40;2,50;
Topology [1:53];5;6;1,40;2,50;
Topology [1:54];5;6;1,40;2,50;
Topology [1:55];5;6;1,40;2,50;
Topology [1:56];5;6;1,40;2,50;
Topology [1:57];5;6;1,40;2,50;
Topology [1:58];5;6;1,40;2,50;
Topology [1:59];5;6;1,40;2,50;
Topology [1:60];5;6;1,40;2,50;
Topology [1:61];5;6;1,40;2,50;
Topology [1:62];5;6;1,40;2,50;
Topology [1:63];5;6;1,40;2,50;
Topology [1:64];5;6;1,40;2,50;
Topology [1:65];5;6;1,40;2,50;
Topology [1:66];5;6;1,40;2,50;
Topology [1:67];5;6;1,40;2,50;
Topology [1:68];5;6;1,40;2,50;
Topology [1:69];5;6;1,40;2,50;
Topology [1:70];5;6;1,40;2,50;
Topology [1:71];5;6;1,40;2,50;
Topology [1:72];5;6;1,40;2,50;
Topology [1:73];5;6;1,40;2,50;
Topology [1:74];5;6;1,40;2,50;
Topology [1:75];5;6;1,40;2,50;
Topology [1:76];5;6;1,40;2,50;
Topology [1:77];5;6;1,40;2,50;
Topology [1:78];5;6;1,40;2,50;
Topology [1:79];5;6;1,40;2,50;
Topology [1:80];5;6;1,40;2,50;
Topology [1:81];5;6;1,40;2,50;
Topology [1:82];5;6;1,40;2,50;
Topology [1:83];5;6;1,40;2,50;
Topology [1:84];5;6;1,40;2,50;
Topology [1:85];5;6;1,40;2,50;
Topology [1:86];5;6;1,40;2,50;
Topology [1:87];5;6;1,40;2,50;
Topology [1:88];5;6;1,40;2,50;
Topology [1:89];5;6;1,40;2,50;
Topology [1:90];5;6;1,40;2,50;
Topology [1:91];5;6;1,40;2,50;
Topology [1:92];5;6;1,40;2,50;
Topology [1:93];5;6;1,40;2,50;
Topology [1:94];5;6;1,40;2,50;
Topology [1:95];5;6;1,40;2,50;
Topology [1:96];5;6;1,40;2,50;
Topology [1:97];5;6;1,40;2,50;
Topology [1:98];5;6;1,40;2,50;
Topology [1:99];5;6;1,40;2,50;
Topology [1:100];5;6;1,40;2,50;
Topology [1:101];5;6;1,40;2,50;
Topology [1:102];5;6;1,40;2,50;
Topology [1:103];5;6;1,40;2,50;
Topology [1:104];5;6;1,40;2,50;
Topology [1:105];5;6;1,40;2,50;
Topology [1:106];5;6;1,40;2,50;
Topology [1:107];5;6;1,40;2,50;
Topology [1:108];5;6;1,40;2,50;
Topology [1:109];5;6;1,40;2,50;
Topology [1:110];5;6;1,40;2,50;
Topology [1:111];5;6;1,40;2,50;
Topology [1:112];5;6;1,40;2,50;
Topology [1:113];5;6;1,40;2,50;
Topology [1:114];5;6;1,40;2,50;
Topology [1:115];5;6;1,40;2,50;
Topology [1:116];5;6;1,40;2,50;
Topology [1:117];5;6;1,40;2,50;
Topology [1:118];5;6;1,40;2,50;
Topology [1:119];5;6;1,40;2,50;
Topology [1:120];5;6;1,40;2,50;
Topology [1:121];5;6;1,40;2,50;
Topology [1:122];5;6;1,40;2,50;
Topology [1:123];5;6;1,40;2,50;
Topology [1:124];5;6;1,40;2,50;
Topology [1:125];5;6;1,40;2,50;
Topology [1:126];5;6;1,40;2,50;
Topology [1:127];5;6;1,40;2,50;
Topology [1:128];5;6;1,40;2,50;
Topology [1:129];5;6;1,40;2,50;
Topology [1:130];5;6;1,40;2,50;
