Simulation Topology 1
___________________________
[3]				[0]		
[5]				[9]		
[9]				[8]		
[6]				[5]		
[3]				[3]		
[4]				[5]		
[5]				[3]		
[7]				[0]		
[9]				[2]		
[0]				[3]		
[9]				[10]		
[0]				[17]		
[3]				[12]		
[1]				[15]		
[3]				[20]		
[4]				[28]		
[6]				[23]		
[2]				[22]		
[7]				[21]		
[0]				[22]		
[9]				[24]		
[5]				[20]		
[2]				[25]		
[0]				[29]		
[0]				[27]		
[7]				[31]		
[5]				[40]		
[0]				[48]		
[8]				[43]		
[6]				[46]		
[0]				[42]		
[8]				[49]		
[4]				[47]		
[6]				[44]		
[1]				[40]		
[5]				[49]		
[9]				[53]		
[7]				[59]		
[4]				[58]		
[9]				[69]		
[0]				[68]		
[8]				[61]		
[8]				[66]		
[0]				[62]		
[6]				[69]		
[1]				[60]		
[4]				[75]		
[6]				[85]		
[3]				[86]		
[4]				[89]		
___________________________
Simulation Topology [1:22]
___________________________
From 	  To 		Length
___________________________
  0	 | 	5	 | 	5,10
  0	 | 	8	 | 	6,32
  0	 | 	17	 | 	22,02
  0	 | 	25	 | 	31,26
  1	 | 	2	 | 	4,12
  1	 | 	8	 | 	8,06
  1	 | 	17	 | 	13,34
  1	 | 	25	 | 	22,09
  2	 | 	6	 | 	6,40
  2	 | 	22	 | 	18,38
  3	 | 	5	 | 	2,00
  3	 | 	7	 | 	5,10
  3	 | 	35	 | 	44,01
  4	 | 	7	 | 	5,00
  4	 | 	9	 | 	3,00
  6	 | 	9	 | 	5,00
  6	 | 	12	 | 	9,22
  7	 | 	14	 | 	20,40
  7	 | 	25	 | 	31,00
  8	 | 	25	 | 	29,07
  8	 | 	47	 | 	83,05
  10	 | 	12	 | 	6,32
  10	 | 	13	 | 	9,43
  10	 | 	18	 | 	11,18
  11	 | 	12	 | 	5,83
  11	 | 	13	 | 	2,24
  11	 | 	33	 | 	27,66
  12	 | 	32	 | 	35,01
  14	 | 	18	 | 	4,12
  14	 | 	24	 | 	7,62
  15	 | 	19	 | 	7,21
  15	 | 	24	 | 	4,12
  16	 | 	19	 | 	6,08
  16	 | 	22	 | 	4,47
  16	 | 	43	 | 	39,46
  16	 | 	48	 | 	63,07
  17	 | 	21	 | 	3,61
  17	 | 	23	 | 	7,28
  18	 | 	20	 | 	3,61
  18	 | 	33	 | 	23,02
  20	 | 	21	 | 	5,66
  20	 | 	48	 | 	62,29
  22	 | 	23	 | 	4,47
  23	 | 	30	 | 	13,00
  26	 | 	30	 | 	5,39
  26	 | 	35	 | 	9,00
  27	 | 	32	 | 	4,12
  27	 | 	33	 | 	7,21
  28	 | 	29	 | 	3,61
  28	 | 	32	 | 	5,66
  29	 | 	35	 | 	3,16
  30	 | 	34	 | 	2,24
  30	 | 	46	 | 	33,24
  31	 | 	33	 | 	5,39
  31	 | 	34	 | 	11,40
  31	 | 	38	 | 	9,85
  32	 | 	46	 | 	28,00
  34	 | 	47	 | 	45,28
  35	 | 	43	 | 	13,93
  36	 | 	37	 | 	6,32
  36	 | 	38	 | 	7,07
  37	 | 	38	 | 	3,16
  37	 | 	42	 | 	7,07
  39	 | 	41	 | 	8,06
  39	 | 	44	 | 	3,00
  39	 | 	45	 | 	12,04
  39	 | 	49	 | 	20,62
  40	 | 	42	 | 	8,25
  40	 | 	43	 | 	6,00
  40	 | 	46	 | 	8,06
  41	 | 	45	 | 	7,07
  42	 | 	44	 | 	3,61
  43	 | 	45	 | 	2,24
  44	 | 	46	 | 	6,32
  47	 | 	48	 | 	3,16
  47	 | 	49	 | 	4,47
  48	 | 	49	 | 	3,16
___________________________
Simulation Topology [1:23]
___________________________
From 	  To 		Length
___________________________
  0	 | 	5	 | 	5,10
  0	 | 	8	 | 	6,32
  0	 | 	17	 | 	22,02
  0	 | 	25	 | 	31,26
  1	 | 	2	 | 	4,12
  1	 | 	8	 | 	8,06
  1	 | 	17	 | 	13,34
  1	 | 	25	 | 	22,09
  2	 | 	6	 | 	6,40
  2	 | 	22	 | 	18,38
  3	 | 	5	 | 	2,00
  3	 | 	7	 | 	5,10
  3	 | 	35	 | 	44,01
  4	 | 	7	 | 	5,00
  4	 | 	9	 | 	3,00
  6	 | 	9	 | 	5,00
  6	 | 	12	 | 	9,22
  7	 | 	14	 | 	20,40
  7	 | 	25	 | 	31,00
  8	 | 	25	 | 	29,07
  8	 | 	47	 | 	83,05
  10	 | 	12	 | 	6,32
  10	 | 	13	 | 	9,43
  10	 | 	18	 | 	11,18
  11	 | 	12	 | 	5,83
  11	 | 	13	 | 	2,24
  11	 | 	33	 | 	27,66
  12	 | 	32	 | 	35,01
  14	 | 	18	 | 	4,12
  14	 | 	24	 | 	7,62
  15	 | 	19	 | 	7,21
