Id;nNodes;nEdges;h;h';
Topology [1:0];14;23;2,20;3,45;
Topology [1:1];14;23;2,20;3,45;
Topology [1:2];14;23;2,20;3,45;
Topology [1:3];14;23;2,20;3,45;
Topology [1:4];14;24;2,20;3,45;
Topology [1:5];14;24;2,20;3,45;
Topology [1:6];14;24;2,20;3,45;
Topology [1:7];14;24;2,20;3,45;
Topology [1:8];14;24;2,20;3,45;
Topology [1:9];14;24;2,20;3,45;
Topology [1:10];14;24;2,20;3,45;
Topology [1:11];14;24;2,20;3,45;
Topology [1:12];14;24;2,20;3,45;
Topology [1:13];14;24;2,20;3,45;
Topology [1:14];14;24;2,20;3,45;
