Id;nNodes;nEdges;h;h';
Topology [1:0];10;16;1,76;2,82;
Topology [1:1];10;16;1,76;2,82;
Topology [1:2];10;16;1,76;2,82;
Topology [1:3];10;16;1,76;2,82;
Topology [1:4];10;16;1,76;2,82;
Topology [1:5];10;16;1,76;2,82;
Topology [1:6];10;16;1,76;2,82;
Topology [1:7];10;16;1,76;2,82;
Topology [1:8];10;16;1,76;2,82;
Topology [1:9];10;16;1,76;2,82;
Topology [1:10];10;16;1,76;2,82;
Topology [1:11];10;16;1,76;2,82;
Topology [1:12];10;17;1,76;2,82;
Topology [1:13];10;17;1,76;2,82;
Topology [1:14];10;17;1,76;2,82;
Topology [1:15];10;17;1,76;2,82;
Topology [1:16];10;17;1,76;2,82;
Topology [1:17];10;17;1,76;2,82;
Topology [1:18];10;17;1,76;2,82;
Topology [1:19];10;17;1,76;2,82;
Topology [1:20];10;17;1,76;2,82;
Topology [1:21];10;17;1,76;2,82;
Topology [1:22];10;17;1,76;2,82;
Topology [1:23];10;17;1,76;2,82;
Topology [1:24];10;17;1,76;2,82;
Topology [1:25];10;17;1,76;2,82;
Topology [1:26];10;17;1,76;2,82;
Topology [1:27];10;17;1,76;2,82;
Topology [1:28];10;17;1,76;2,82;
Topology [1:29];10;17;1,76;2,82;
Topology [1:30];10;17;1,76;2,82;
Topology [1:31];10;17;1,76;2,82;
Topology [1:32];10;17;1,76;2,82;
Topology [1:33];10;17;1,76;2,82;
Topology [1:34];10;17;1,76;2,82;
Topology [1:35];10;17;1,76;2,82;
Topology [1:36];10;17;1,76;2,82;
Topology [1:37];10;17;1,76;2,82;
Topology [1:38];10;17;1,76;2,82;
Topology [1:39];10;17;1,76;2,82;
Topology [1:40];10;17;1,76;2,82;
Topology [1:41];10;18;1,76;2,82;
Topology [1:42];10;18;1,76;2,82;
Topology [1:43];10;18;1,76;2,82;
Topology [1:44];10;18;1,76;2,82;
Topology [1:45];10;18;1,76;2,82;
Topology [1:46];10;18;1,76;2,82;
Topology [1:47];10;18;1,76;2,82;
Topology [1:48];10;18;1,76;2,82;
Topology [1:49];10;18;1,76;2,82;
Topology [1:50];10;18;1,76;2,82;
Topology [1:51];10;18;1,76;2,82;
Topology [1:52];10;18;1,76;2,82;
Topology [1:53];10;18;1,76;2,82;
Topology [1:54];10;18;1,76;2,82;
Topology [1:55];10;18;1,76;2,82;
Topology [1:56];10;18;1,76;2,82;
Topology [1:57];10;18;1,76;2,82;
Topology [1:58];10;18;1,76;2,82;
Topology [1:59];10;18;1,76;2,82;
Topology [1:60];10;18;1,76;2,82;
Topology [1:61];10;18;1,76;2,82;
Topology [1:62];10;18;1,76;2,82;
Topology [1:63];10;18;1,76;2,82;
Topology [1:64];10;18;1,76;2,82;
Topology [1:65];10;18;1,76;2,82;
Topology [1:66];10;18;1,76;2,82;
Topology [1:67];10;18;1,76;2,82;
Topology [1:68];10;18;1,76;2,82;
Topology [1:69];10;18;1,76;2,82;
Topology [1:70];10;18;1,76;2,82;
Topology [1:71];10;18;1,76;2,82;
Topology [1:72];10;18;1,76;2,82;
Topology [1:73];10;18;1,76;2,82;
Topology [1:74];10;18;1,76;2,82;
Topology [1:75];10;18;1,76;2,82;
Topology [1:76];10;18;1,76;2,82;
Topology [1:77];10;18;1,76;2,82;
Topology [1:78];10;18;1,76;2,82;
Topology [1:79];10;18;1,76;2,82;
Topology [1:80];10;18;1,76;2,82;
