Simulation Topology 1
___________________________
[2]				[0]		
[4]				[0]		
[7]				[4]		
[2]				[13]		
[7]				[15]		
[8]				[17]		
[1]				[16]		
[6]				[13]		
[9]				[19]		
[2]				[19]		
[0]				[22]		
[6]				[22]		
[6]				[20]		
[7]				[25]		
[4]				[24]		
[3]				[29]		
[3]				[35]		
[5]				[31]		
[8]				[34]		
[3]				[33]		
[4]				[37]		
[1]				[37]		
[7]				[38]		
[8]				[40]		
[2]				[40]		
[7]				[36]		
[9]				[45]		
[0]				[46]		
[5]				[48]		
[0]				[52]		
___________________________
Simulation Topology [1:4]
___________________________
From 	  To 		Length
___________________________
  0	 | 	3	 | 	13,00
  0	 | 	6	 | 	16,03
  0	 | 	22	 | 	38,33
  1	 | 	8	 | 	19,65
  1	 | 	26	 | 	45,28
  1	 | 	27	 | 	46,17
  2	 | 	14	 | 	20,22
  2	 | 	21	 | 	33,54
  2	 | 	25	 | 	32,00
  3	 | 	6	 | 	3,16
  4	 | 	16	 | 	20,40
  4	 | 	18	 | 	19,03
  4	 | 	24	 | 	25,50
  5	 | 	17	 | 	14,32
  5	 | 	22	 | 	21,02
  5	 | 	23	 | 	23,00
  6	 | 	26	 | 	30,08
  7	 | 	13	 | 	12,04
  7	 | 	24	 | 	27,29
  7	 | 	25	 | 	23,02
  8	 | 	12	 | 	3,16
  8	 | 	14	 | 	7,07
  9	 | 	25	 | 	17,72
  9	 | 	27	 | 	27,07
  9	 | 	29	 | 	33,06
  10	 | 	14	 | 	4,47
  10	 | 	26	 | 	24,70
  11	 | 	15	 | 	7,62
  11	 | 	19	 | 	11,40
  11	 | 	28	 | 	26,02
  12	 | 	17	 | 	11,05
  12	 | 	22	 | 	18,03
  13	 | 	21	 | 	13,42
  15	 | 	23	 | 	12,08
  16	 | 	28	 | 	13,15
  16	 | 	29	 | 	17,26
  18	 | 	21	 | 	7,62
  18	 | 	24	 | 	8,49
  19	 | 	23	 | 	8,60
  20	 | 	27	 | 	9,85
  20	 | 	28	 | 	11,05
___________________________
Simulation Topology [1:5]
___________________________
From 	  To 		Length
___________________________
  0	 | 	3	 | 	13,00
  0	 | 	6	 | 	16,03
  0	 | 	22	 | 	38,33
  1	 | 	8	 | 	19,65
  1	 | 	26	 | 	45,28
  1	 | 	27	 | 	46,17
  2	 | 	14	 | 	20,22
  2	 | 	21	 | 	33,54
  2	 | 	25	 | 	32,00
  3	 | 	6	 | 	3,16
  4	 | 	16	 | 	20,40
  4	 | 	18	 | 	19,03
  4	 | 	24	 | 	25,50
  5	 | 	17	 | 	14,32
  5	 | 	22	 | 	21,02
  5	 | 	23	 | 	23,00
  6	 | 	26	 | 	30,08
  7	 | 	13	 | 	12,04
  7	 | 	24	 | 	27,29
  7	 | 	25	 | 	23,02
  8	 | 	12	 | 	3,16
  8	 | 	14	 | 	7,07
  9	 | 	25	 | 	17,72
  9	 | 	27	 | 	27,07
  9	 | 	29	 | 	33,06
  10	 | 	14	 | 	4,47
  10	 | 	26	 | 	24,70
  11	 | 	15	 | 	7,62
  11	 | 	19	 | 	11,40
  11	 | 	28	 | 	26,02
  12	 | 	17	 | 	11,05
  12	 | 	22	 | 	18,03
  13	 | 	21	 | 	13,42
  15	 | 	23	 | 	12,08
  16	 | 	28	 | 	13,15
  16	 | 	29	 | 	17,26
  18	 | 	21	 | 	7,62
