Id;nNodes;nEdges;h;h';
Topology [1:7];40;56;4,40;6,86;
Topology [1:8];40;57;4,34;6,32;
Topology [1:9];40;58;4,08;5,91;
Topology [1:10];40;59;4,02;5,80;
Topology [1:11];40;60;3,93;5,63;
Topology [1:12];40;60;3,93;5,63;
Topology [2:2];40;77;4,90;8,36;
Topology [2:3];40;78;4,74;7,74;
Topology [2:4];40;79;4,49;7,25;
Topology [2:5];40;80;4,41;6,97;
Topology [2:6];40;81;4,21;6,68;
Topology [2:7];40;82;4,05;6,30;
Topology [2:8];40;83;3,99;6,08;
Topology [2:9];40;84;3,99;6,00;
Topology [2:10];40;85;3,92;5,83;
Topology [2:11];40;86;3,85;5,71;
Topology [2:12];40;87;3,76;5,55;
Topology [2:13];40;87;3,76;5,55;
