Simulation Topology 1
___________________________
[4]				[7]		
[6]				[8]		
[7]				[4]		
[1]				[5]		
[2]				[1]		
[0]				[3]		
[1]				[13]		
[4]				[1]		
[0]				[7]		
[8]				[8]		
[6]				[2]		
[1]				[25]		
[9]				[14]		
[8]				[23]		
[0]				[21]		
[0]				[27]		
[4]				[14]		
[5]				[27]		
[5]				[20]		
[7]				[26]		
[3]				[22]		
[7]				[16]		
[2]				[19]		
[8]				[20]		
[5]				[24]		
[5]				[39]		
[7]				[32]		
[9]				[40]		
[1]				[41]		
[4]				[28]		
[9]				[32]		
[7]				[38]		
[1]				[64]		
[2]				[66]		
[3]				[69]		
[9]				[64]		
[1]				[57]		
[9]				[68]		
[9]				[61]		
[5]				[56]		
[4]				[65]		
[8]				[57]		
[2]				[60]		
[2]				[62]		
[5]				[61]		
[9]				[79]		
[2]				[71]		
[0]				[80]		
[2]				[80]		
[5]				[70]		
[7]				[79]		
[0]				[77]		
[5]				[93]		
[3]				[87]		
[9]				[92]		
[6]				[86]		
[8]				[84]		
[9]				[88]		
[2]				[84]		
[6]				[105]		
[2]				[108]		
[9]				[113]		
[1]				[112]		
[2]				[136]		
[0]				[135]		
[8]				[131]		
[2]				[132]		
[5]				[134]		
[5]				[127]		
[5]				[138]		
___________________________
Simulation Topology [1:30]
___________________________
From 	  To 		Length
___________________________
  0	 | 	5	 | 	5,66
  0	 | 	12	 | 	8,60
  0	 | 	33	 | 	59,03
  0	 | 	51	 | 	70,11
  0	 | 	65	 | 	124,06
  0	 | 	67	 | 	127,00
  1	 | 	4	 | 	8,06
  1	 | 	27	 | 	32,14
  1	 | 	56	 | 	76,03
  2	 | 	7	 | 	4,24
  2	 | 	36	 | 	53,34
  2	 | 	37	 | 	64,03
  2	 | 	54	 | 	88,02
  2	 | 	56	 | 	80,01
  3	 | 	32	 | 	59,00
  3	 | 	41	 | 	52,47
  3	 | 	48	 | 	75,01
  3	 | 	68	 | 	122,07
  5	 | 	16	 | 	11,70
  5	 | 	29	 | 	25,32
  5	 | 	45	 | 	76,53
  5	 | 	57	 | 	85,48
  5	 | 	59	 | 	102,18
  6	 | 	30	 | 	20,62
  6	 | 	52	 | 	80,10
  7	 | 	10	 | 	2,24
  7	 | 	31	 | 	37,12
  7	 | 	53	 | 	86,01
  7	 | 	62	 | 	111,04
  8	 | 	9	 | 	8,06
  8	 | 	38	 | 	54,74
  8	 | 	50	 | 	72,34
  9	 | 	10	 | 	6,32
  9	 | 	42	 | 	52,35
  10	 | 	38	 | 	59,08
  10	 | 	42	 | 	58,14
  10	 | 	50	 | 	77,01
  10	 | 	56	 | 	82,02
  10	 | 	63	 | 	134,06
  11	 | 	12	 | 	13,60
  11	 | 	13	 | 	7,28
  11	 | 	14	 | 	4,12
  11	 | 	37	 | 	43,74
  13	 | 	23	 | 	3,00
  13	 | 	29	 | 	6,40
  13	 | 	61	 | 	90,01
  14	 | 	18	 | 	5,10
  14	 | 	49	 | 	49,25
  14	 | 	50	 | 	58,42
  15	 | 	55	 | 	59,30
  16	 | 	46	 | 	57,04
  17	 | 	47	 | 	53,24
  18	 | 	20	 | 	2,83
  18	 | 	28	 | 	21,38
  18	 | 	34	 | 	49,04
  18	 | 	35	 | 	44,18
  18	 | 	57	 | 	68,12
  19	 | 	36	 | 	31,58
  19	 | 	59	 | 	79,01
  20	 | 	23	 | 	5,39
  20	 | 	24	 | 	2,83
  20	 | 	41	 | 	35,36
  20	 | 	42	 | 	38,01
  20	 | 	56	 | 	62,20
  21	 | 	23	 | 	4,12
  21	 | 	40	 | 	49,09
  21	 | 	65	 | 	115,00
  22	 | 	30	 | 	14,76
  22	 | 	41	 | 	38,47
  23	 | 	29	 | 	8,94
  23	 | 	36	 | 	37,66
  24	 | 	36	 | 	33,24
  25	 | 	27	 | 	4,12
  25	 | 	43	 | 	23,19
  25	 | 	69	 | 	99,00
  26	 | 	30	 | 	2,00
  26	 | 	40	 | 	33,14
  26	 | 	42	 | 	28,44
  26	 | 	54	 | 	60,03
  26	 | 	62	 | 	80,22
  26	 | 	65	 | 	99,01
  27	 | 	33	 | 	26,93
  27	 | 	59	 | 	65,07
  27	 | 	66	 | 	92,27
  29	 | 	50	 | 	51,09
  29	 | 	57	 | 	60,21
  30	 | 	38	 | 	29,00
  30	 | 	65	 | 	99,01
  31	 | 	32	 | 	26,68
  31	 | 	44	 | 	23,09
  32	 | 	42	 | 	4,12
  32	 | 	43	 | 	2,24
  33	 | 	34	 | 	3,16
  33	 | 	41	 | 	10,82
  33	 | 	55	 | 	20,40
  33	 | 	67	 | 	68,07
  34	 | 	46	 | 	2,24
  36	 | 	39	 | 	4,12
  37	 | 	40	 | 	5,83
  37	 | 	42	 | 	10,63
  37	 | 	66	 | 	64,38
  38	 | 	44	 | 	4,00
  39	 | 	63	 | 	80,06
  40	 | 	54	 | 	27,46
  41	 | 	60	 | 	51,35
  41	 | 	61	 | 	56,01
  41	 | 	64	 | 	78,41
  45	 | 	50	 | 	2,00
  45	 | 	66	 | 	53,46
  46	 | 	47	 | 	9,22
  46	 | 	65	 | 	60,30
  47	 | 	49	 | 	11,18
  47	 | 	57	 | 	12,04
  48	 | 	63	 | 	56,00
  49	 | 	51	 | 	8,60
  49	 | 	58	 | 	14,32
  49	 | 	60	 | 	38,12
  52	 | 	53	 | 	6,32
  52	 | 	66	 | 	39,12
  53	 | 	55	 | 	3,16
  53	 | 	66	 | 	45,01
  54	 | 	57	 | 	4,00
  55	 | 	57	 | 	3,61
  55	 | 	58	 | 	4,47
  56	 | 	61	 | 	29,02
  56	 | 	67	 | 	50,09
  58	 | 	63	 | 	52,00
  59	 | 	60	 | 	5,00
  60	 | 	67	 | 	26,17
  60	 | 	68	 | 	19,24
  61	 | 	67	 | 	21,38
  63	 | 	66	 | 	4,00
  64	 | 	69	 | 	5,83
  65	 | 	66	 | 	6,08
  65	 | 	67	 | 	4,24
  67	 | 	69	 | 	4,00
___________________________
Simulation Topology [1:31]
___________________________
From 	  To 		Length
___________________________
  0	 | 	5	 | 	5,66
  0	 | 	12	 | 	8,60
  0	 | 	33	 | 	59,03
  0	 | 	51	 | 	70,11
  0	 | 	65	 | 	124,06
  0	 | 	67	 | 	127,00
  1	 | 	4	 | 	8,06
  1	 | 	27	 | 	32,14
  1	 | 	56	 | 	76,03
  2	 | 	7	 | 	4,24
  2	 | 	36	 | 	53,34
  2	 | 	37	 | 	64,03
  2	 | 	54	 | 	88,02
  2	 | 	56	 | 	80,01
  3	 | 	32	 | 	59,00
  3	 | 	41	 | 	52,47
  3	 | 	48	 | 	75,01
  3	 | 	68	 | 	122,07
  5	 | 	16	 | 	11,70
  5	 | 	29	 | 	25,32
  5	 | 	45	 | 	76,53
  5	 | 	57	 | 	85,48
  5	 | 	59	 | 	102,18
  6	 | 	30	 | 	20,62
  6	 | 	52	 | 	80,10
  7	 | 	10	 | 	2,24
  7	 | 	31	 | 	37,12
  7	 | 	53	 | 	86,01
  7	 | 	62	 | 	111,04
  8	 | 	9	 | 	8,06
  8	 | 	38	 | 	54,74
  8	 | 	50	 | 	72,34
  9	 | 	10	 | 	6,32
  9	 | 	42	 | 	52,35
  10	 | 	38	 | 	59,08
  10	 | 	42	 | 	58,14
  10	 | 	50	 | 	77,01
  10	 | 	56	 | 	82,02
  10	 | 	63	 | 	134,06
  11	 | 	12	 | 	13,60
  11	 | 	13	 | 	7,28
  11	 | 	14	 | 	4,12
  11	 | 	37	 | 	43,74
  13	 | 	23	 | 	3,00
  13	 | 	29	 | 	6,40
  13	 | 	61	 | 	90,01
  14	 | 	18	 | 	5,10
  14	 | 	49	 | 	49,25
  14	 | 	50	 | 	58,42
  15	 | 	55	 | 	59,30
  16	 | 	46	 | 	57,04
  17	 | 	47	 | 	53,24
  18	 | 	20	 | 	2,83
  18	 | 	28	 | 	21,38
  18	 | 	34	 | 	49,04
  18	 | 	35	 | 	44,18
  18	 | 	57	 | 	68,12
  19	 | 	36	 | 	31,58
  19	 | 	59	 | 	79,01
  20	 | 	23	 | 	5,39
  20	 | 	24	 | 	2,83
  20	 | 	41	 | 	35,36
  20	 | 	42	 | 	38,01
  20	 | 	56	 | 	62,20
  21	 | 	23	 | 	4,12
  21	 | 	40	 | 	49,09
  21	 | 	65	 | 	115,00
  22	 | 	30	 | 	14,76
  22	 | 	41	 | 	38,47
  23	 | 	29	 | 	8,94
