Simulation Topology 1
___________________________
[3]				[1]		
[9]				[3]		
[0]				[1]		
[6]				[1]		
[8]				[6]		
[8]				[14]		
[5]				[14]		
[0]				[14]		
[5]				[19]		
[9]				[19]		
[0]				[19]		
[3]				[18]		
[6]				[32]		
[0]				[37]		
[8]				[39]		
[0]				[39]		
[19]				[3]		
[17]				[2]		
[13]				[1]		
[16]				[7]		
___________________________
Simulation Topology [1:6]
___________________________
From 	  To 		Length
___________________________
  0	 | 	1	 | 	6,32
  0	 | 	2	 | 	3,00
  0	 | 	5	 | 	13,93
  0	 | 	17	 | 	14,04
  1	 | 	3	 | 	3,61
  1	 | 	6	 | 	11,70
  1	 | 	12	 | 	29,15
  2	 | 	3	 | 	6,00
  2	 | 	7	 | 	13,00
  2	 | 	16	 | 	19,10
  3	 | 	4	 | 	5,39
  3	 | 	18	 | 	7,00
  4	 | 	5	 | 	8,00
  4	 | 	6	 | 	8,54
  4	 | 	13	 | 	32,02
  5	 | 	6	 | 	3,00
  5	 | 	12	 | 	18,11
  6	 | 	15	 | 	25,50
  7	 | 	9	 | 	10,30
  7	 | 	10	 | 	5,00
  7	 | 	14	 | 	26,25
  8	 | 	9	 | 	4,00
  8	 | 	10	 | 	5,00
  8	 | 	19	 | 	16,28
  9	 | 	14	 | 	20,02
  9	 | 	16	 | 	18,87
  10	 | 	11	 | 	3,16
  10	 | 	17	 | 	24,04
  11	 | 	12	 | 	14,32
  11	 | 	13	 | 	19,24
  11	 | 	17	 | 	21,26
  12	 | 	13	 | 	7,81
  13	 | 	17	 | 	38,91
  14	 | 	15	 | 	8,00
  14	 | 	16	 | 	37,64
  15	 | 	16	 | 	40,71
  18	 | 	19	 | 	6,71
___________________________
Simulation Topology [1:7]
___________________________
From 	  To 		Length
___________________________
  0	 | 	1	 | 	6,32
  0	 | 	2	 | 	3,00
  0	 | 	5	 | 	13,93
  0	 | 	17	 | 	14,04
  1	 | 	3	 | 	3,61
  1	 | 	6	 | 	11,70
  1	 | 	12	 | 	29,15
  2	 | 	3	 | 	6,00
  2	 | 	7	 | 	13,00
  2	 | 	16	 | 	19,10
  3	 | 	4	 | 	5,39
  3	 | 	18	 | 	7,00
  4	 | 	5	 | 	8,00
  4	 | 	6	 | 	8,54
  4	 | 	13	 | 	32,02
  5	 | 	6	 | 	3,00
  5	 | 	12	 | 	18,11
  6	 | 	15	 | 	25,50
  7	 | 	9	 | 	10,30
  7	 | 	10	 | 	5,00
  7	 | 	14	 | 	26,25
  8	 | 	9	 | 	4,00
  8	 | 	10	 | 	5,00
  8	 | 	19	 | 	16,28
  9	 | 	14	 | 	20,02
  9	 | 	16	 | 	18,87
  10	 | 	11	 | 	3,16
  10	 | 	17	 | 	24,04
  11	 | 	12	 | 	14,32
  11	 | 	13	 | 	19,24
  11	 | 	17	 | 	21,26
  12	 | 	13	 | 	7,81
  13	 | 	17	 | 	38,91
  14	 | 	15	 | 	8,00
  14	 | 	16	 | 	37,64
  15	 | 	16	 | 	40,71
  18	 | 	19	 | 	6,71
  15	 | 	18	 | 	40,16
___________________________
Simulation Topology [1:8]
___________________________
From 	  To 		Length
___________________________
  0	 | 	1	 | 	6,32
  0	 | 	2	 | 	3,00
  0	 | 	5	 | 	13,93
  0	 | 	17	 | 	14,04
  1	 | 	3	 | 	3,61
  1	 | 	6	 | 	11,70
  1	 | 	12	 | 	29,15
  2	 | 	3	 | 	6,00
  2	 | 	7	 | 	13,00
  2	 | 	16	 | 	19,10
  3	 | 	4	 | 	5,39
  3	 | 	18	 | 	7,00
  4	 | 	5	 | 	8,00
  4	 | 	6	 | 	8,54
  4	 | 	13	 | 	32,02
  5	 | 	6	 | 	3,00
  5	 | 	12	 | 	18,11
  6	 | 	15	 | 	25,50
  7	 | 	9	 | 	10,30
  7	 | 	10	 | 	5,00
  7	 | 	14	 | 	26,25
  8	 | 	9	 | 	4,00
  8	 | 	10	 | 	5,00
  8	 | 	19	 | 	16,28
  9	 | 	14	 | 	20,02
  9	 | 	16	 | 	18,87
  10	 | 	11	 | 	3,16
  10	 | 	17	 | 	24,04
  11	 | 	12	 | 	14,32
  11	 | 	13	 | 	19,24
  11	 | 	17	 | 	21,26
  12	 | 	13	 | 	7,81
  13	 | 	17	 | 	38,91
  14	 | 	15	 | 	8,00
  14	 | 	16	 | 	37,64
  15	 | 	16	 | 	40,71
  18	 | 	19	 | 	6,71
  15	 | 	18	 | 	40,16
  8	 | 	18	 | 	19,70
___________________________
