Simulation Topology 1
___________________________
[6]				[0]		
[0]				[3]		
[5]				[3]		
[4]				[6]		
[0]				[9]		
[7]				[9]		
[0]				[13]		
[1]				[15]		
[4]				[12]		
[2]				[19]		
[5]				[22]		
[4]				[19]		
[7]				[23]		
[1]				[22]		
[8]				[21]		
[3]				[25]		
[7]				[27]		
[2]				[27]		
[9]				[24]		
[5]				[25]		
[0]				[27]		
[3]				[32]		
[5]				[34]		
[1]				[43]		
[2]				[49]		
___________________________
Simulation Topology [1:7]
___________________________
From 	  To 		Length
___________________________
  0	 | 	1	 | 	6,71
  0	 | 	2	 | 	3,16
  0	 | 	7	 | 	15,81
  0	 | 	19	 | 	25,02
  0	 | 	20	 | 	27,66
  1	 | 	13	 | 	19,03
  1	 | 	14	 | 	19,70
  1	 | 	20	 | 	24,00
  1	 | 	23	 | 	40,01
  1	 | 	24	 | 	46,04
  2	 | 	5	 | 	6,32
  2	 | 	8	 | 	9,06
  2	 | 	23	 | 	40,20
  3	 | 	4	 | 	5,00
  3	 | 	9	 | 	13,15
  4	 | 	5	 | 	7,00
  4	 | 	8	 | 	5,00
  4	 | 	12	 | 	15,65
  4	 | 	16	 | 	19,31
  4	 | 	22	 | 	25,50
  5	 | 	6	 | 	8,06
  5	 | 	9	 | 	11,18
  6	 | 	7	 | 	2,24
  6	 | 	8	 | 	4,12
  6	 | 	10	 | 	10,30
  7	 | 	8	 | 	4,24
  9	 | 	11	 | 	2,00
  9	 | 	23	 | 	24,02
  10	 | 	12	 | 	2,24
  11	 | 	14	 | 	4,47
  11	 | 	24	 | 	30,07
  12	 | 	20	 | 	8,06
  12	 | 	21	 | 	9,85
  12	 | 	24	 | 	26,48
  13	 | 	19	 | 	5,00
  15	 | 	17	 | 	2,24
  15	 | 	19	 | 	2,00
  15	 | 	22	 | 	9,22
  16	 | 	18	 | 	3,61
  16	 | 	20	 | 	7,00
  17	 | 	18	 | 	7,62
  20	 | 	21	 | 	5,83
  22	 | 	23	 | 	9,85
___________________________
Simulation Topology [1:8]
___________________________
From 	  To 		Length
___________________________
  0	 | 	1	 | 	6,71
  0	 | 	2	 | 	3,16
  0	 | 	7	 | 	15,81
  0	 | 	19	 | 	25,02
  0	 | 	20	 | 	27,66
  1	 | 	13	 | 	19,03
  1	 | 	14	 | 	19,70
  1	 | 	20	 | 	24,00
  1	 | 	23	 | 	40,01
  1	 | 	24	 | 	46,04
  2	 | 	5	 | 	6,32
  2	 | 	8	 | 	9,06
  2	 | 	23	 | 	40,20
  3	 | 	4	 | 	5,00
  3	 | 	9	 | 	13,15
  4	 | 	5	 | 	7,00
  4	 | 	8	 | 	5,00
  4	 | 	12	 | 	15,65
  4	 | 	16	 | 	19,31
